"","Country area or territory","Surveillance site type","Year-week (ISO 8601 calendar)","Week start date (ISO 8601 calendar)","Specimen tested","Influenza positive","Influenza negative","A (H3)","A not subtyped"
"512","United Kingdom, England","Not defined","2014-22",2014-05-26,91,1,90,1,0
"513","United Kingdom, England","Not defined","2014-39",2014-09-22,7,3,2,0,3
"514","United Kingdom, England","Not defined","2015-23",2015-06-01,60,0,59,0,0
"515","United Kingdom, England","Not defined","2018-22",2018-05-28,186,0,186,0,0
"516","United Kingdom, England","Not defined","2018-25",2018-06-18,163,0,163,0,0
"517","United Kingdom, England","Sentinel","2013-40",2013-09-30,15,0,15,0,0
"518","United Kingdom, England","Sentinel","2013-41",2013-10-07,20,0,20,0,0
"519","United Kingdom, England","Sentinel","2013-42",2013-10-14,62,0,62,0,0
"520","United Kingdom, England","Sentinel","2013-43",2013-10-21,69,0,69,0,0
"521","United Kingdom, England","Sentinel","2013-44",2013-10-28,58,0,56,0,0
"522","United Kingdom, England","Sentinel","2013-45",2013-11-04,57,1,55,1,0
"523","United Kingdom, England","Sentinel","2013-46",2013-11-11,67,0,67,0,0
"524","United Kingdom, England","Sentinel","2013-47",2013-11-18,53,0,53,0,0
"525","United Kingdom, England","Sentinel","2013-48",2013-11-25,72,0,72,0,0
"526","United Kingdom, England","Sentinel","2013-49",2013-12-02,68,0,67,0,0
"527","United Kingdom, England","Sentinel","2013-50",2013-12-09,82,4,76,4,0
"528","United Kingdom, England","Sentinel","2013-51",2013-12-16,63,3,58,3,0
"529","United Kingdom, England","Sentinel","2013-52",2013-12-23,38,0,37,0,0
"530","United Kingdom, England","Sentinel","2014-01",2013-12-30,67,2,64,2,0
"531","United Kingdom, England","Sentinel","2014-02",2014-01-06,93,2,79,2,0
"532","United Kingdom, England","Sentinel","2014-03",2014-01-13,58,4,46,4,0
"533","United Kingdom, England","Sentinel","2014-04",2014-01-20,62,3,51,3,0
"534","United Kingdom, England","Sentinel","2014-05",2014-01-27,63,2,54,2,0
"535","United Kingdom, England","Sentinel","2014-06",2014-02-03,86,4,53,4,0
"536","United Kingdom, England","Sentinel","2014-07",2014-02-10,69,5,39,5,0
"537","United Kingdom, England","Sentinel","2014-08",2014-02-17,69,4,50,4,0
"538","United Kingdom, England","Sentinel","2014-09",2014-02-24,60,5,41,5,0
"539","United Kingdom, England","Sentinel","2014-10",2014-03-03,55,4,35,4,0
"540","United Kingdom, England","Sentinel","2014-11",2014-03-10,46,5,25,5,0
"541","United Kingdom, England","Sentinel","2014-12",2014-03-17,50,1,38,1,0
"542","United Kingdom, England","Sentinel","2014-13",2014-03-24,45,4,33,4,0
"543","United Kingdom, England","Sentinel","2014-14",2014-03-31,42,3,37,3,0
"544","United Kingdom, England","Sentinel","2014-15",2014-04-07,31,2,27,2,0
"545","United Kingdom, England","Sentinel","2014-16",2014-04-14,15,0,12,0,0
"546","United Kingdom, England","Sentinel","2014-17",2014-04-21,6,0,6,0,0
"547","United Kingdom, England","Sentinel","2014-18",2014-04-28,14,0,14,0,0
"548","United Kingdom, England","Sentinel","2014-19",2014-05-05,7,0,7,0,0
"549","United Kingdom, England","Sentinel","2014-20",2014-05-12,0,0,0,0,0
"550","United Kingdom, England","Sentinel","2014-40",2014-09-29,7,0,7,0,0
"551","United Kingdom, England","Sentinel","2014-41",2014-10-06,17,0,17,0,0
"552","United Kingdom, England","Sentinel","2014-42",2014-10-13,30,1,28,1,0
"553","United Kingdom, England","Sentinel","2014-43",2014-10-20,15,0,15,0,0
"554","United Kingdom, England","Sentinel","2014-44",2014-10-27,33,1,32,1,0
"555","United Kingdom, England","Sentinel","2014-45",2014-11-03,53,0,53,0,0
"556","United Kingdom, England","Sentinel","2014-46",2014-11-10,43,2,40,2,0
"557","United Kingdom, England","Sentinel","2014-47",2014-11-17,24,1,23,1,0
"558","United Kingdom, England","Sentinel","2014-48",2014-11-24,49,2,47,2,0
"559","United Kingdom, England","Sentinel","2014-49",2014-12-01,43,2,40,2,0
"560","United Kingdom, England","Sentinel","2014-50",2014-12-08,57,16,41,16,0
"561","United Kingdom, England","Sentinel","2015-40",2015-09-28,6,0,6,0,0
"562","United Kingdom, England","Sentinel","2015-41",2015-10-05,3,0,3,0,0
"563","United Kingdom, England","Sentinel","2015-42",2015-10-12,28,0,28,0,0
"564","United Kingdom, England","Sentinel","2015-43",2015-10-19,48,0,47,0,0
"565","United Kingdom, England","Sentinel","2015-44",2015-10-26,32,0,32,0,0
"566","United Kingdom, England","Sentinel","2015-45",2015-11-02,40,0,40,0,0
"567","United Kingdom, England","Sentinel","2015-46",2015-11-09,69,0,68,0,0
"568","United Kingdom, England","Sentinel","2015-47",2015-11-16,70,1,66,1,0
"569","United Kingdom, England","Sentinel","2015-48",2015-11-23,66,0,65,0,0
"570","United Kingdom, England","Sentinel","2015-49",2015-11-30,77,1,74,1,0
"571","United Kingdom, England","Sentinel","2015-50",2015-12-07,80,0,77,0,0
"572","United Kingdom, England","Sentinel","2015-51",2015-12-14,103,1,90,1,0
"573","United Kingdom, England","Sentinel","2015-52",2015-12-21,79,0,69,0,0
"574","United Kingdom, England","Sentinel","2015-53",2015-12-28,51,0,37,0,0
"575","United Kingdom, England","Sentinel","2016-01",2016-01-04,130,0,112,0,0
"576","United Kingdom, England","Sentinel","2016-02",2016-01-11,109,0,89,0,0
"577","United Kingdom, England","Sentinel","2016-03",2016-01-18,130,0,102,0,0
"578","United Kingdom, England","Sentinel","2016-04",2016-01-25,150,2,90,2,0
"579","United Kingdom, England","Sentinel","2016-05",2016-02-01,168,2,105,2,0
"580","United Kingdom, England","Sentinel","2016-06",2016-02-08,164,3,105,3,0
"581","United Kingdom, England","Sentinel","2016-07",2016-02-15,126,0,79,0,0
"582","United Kingdom, England","Sentinel","2016-08",2016-02-22,154,0,86,0,0
"583","United Kingdom, England","Sentinel","2016-09",2016-02-29,168,2,104,2,0
"584","United Kingdom, England","Sentinel","2016-10",2016-03-07,152,1,76,1,0
"585","United Kingdom, England","Sentinel","2016-11",2016-03-14,171,1,70,1,0
"586","United Kingdom, England","Sentinel","2016-12",2016-03-21,112,1,55,1,0
"587","United Kingdom, England","Sentinel","2016-13",2016-03-28,100,4,47,4,0
"588","United Kingdom, England","Sentinel","2016-14",2016-04-04,81,0,53,0,0
"589","United Kingdom, England","Sentinel","2016-15",2016-04-11,70,2,54,2,0
"590","United Kingdom, England","Sentinel","2016-16",2016-04-18,47,2,37,2,0
"591","United Kingdom, England","Sentinel","2016-17",2016-04-25,30,3,25,3,0
"592","United Kingdom, England","Sentinel","2016-18",2016-05-02,13,0,11,0,0
"593","United Kingdom, England","Sentinel","2016-19",2016-05-09,13,0,9,0,0
"594","United Kingdom, England","Sentinel","2016-20",2016-05-16,5,0,4,0,0
"595","United Kingdom, England","Sentinel","2016-21",2016-05-23,8,0,8,0,0
"596","United Kingdom, England","Sentinel","2016-22",2016-05-30,1,0,1,0,0
"597","United Kingdom, England","Sentinel","2016-40",2016-10-03,39,0,39,0,0
"598","United Kingdom, England","Sentinel","2016-41",2016-10-10,64,0,64,0,0
"599","United Kingdom, England","Sentinel","2016-42",2016-10-17,67,0,67,0,0
"600","United Kingdom, England","Sentinel","2016-43",2016-10-24,67,1,66,1,0
"601","United Kingdom, England","Sentinel","2016-44",2016-10-31,68,0,68,0,0
"602","United Kingdom, England","Sentinel","2016-45",2016-11-07,65,2,63,2,0
"603","United Kingdom, England","Sentinel","2016-46",2016-11-14,73,3,69,3,0
"604","United Kingdom, England","Sentinel","2016-47",2016-11-21,82,3,78,3,0
"605","United Kingdom, England","Sentinel","2016-48",2016-11-28,78,2,76,2,0
"606","United Kingdom, England","Sentinel","2016-49",2016-12-05,99,12,87,12,0
"607","United Kingdom, England","Sentinel","2016-50",2016-12-12,136,37,97,37,0
"608","United Kingdom, England","Sentinel","2016-51",2016-12-19,148,40,108,40,0
"609","United Kingdom, England","Sentinel","2016-52",2016-12-26,60,25,35,25,0
"610","United Kingdom, England","Sentinel","2017-01",2017-01-02,99,42,57,42,0
"611","United Kingdom, England","Sentinel","2017-02",2017-01-09,145,52,93,52,0
"612","United Kingdom, England","Sentinel","2017-03",2017-01-16,126,47,79,47,0
"613","United Kingdom, England","Sentinel","2017-04",2017-01-23,106,34,72,34,0
"614","United Kingdom, England","Sentinel","2017-05",2017-01-30,108,42,66,42,0
"615","United Kingdom, England","Sentinel","2017-06",2017-02-06,82,23,59,23,0
"616","United Kingdom, England","Sentinel","2017-07",2017-02-13,60,21,39,21,0
"617","United Kingdom, England","Sentinel","2017-08",2017-02-20,51,11,39,11,0
"618","United Kingdom, England","Sentinel","2017-09",2017-02-27,28,8,20,8,0
"619","United Kingdom, England","Sentinel","2017-10",2017-03-06,42,4,38,4,0
"620","United Kingdom, England","Sentinel","2017-11",2017-03-13,41,3,38,3,0
"621","United Kingdom, England","Sentinel","2017-12",2017-03-20,39,3,36,3,0
"622","United Kingdom, England","Sentinel","2017-13",2017-03-27,11,0,11,0,0
"623","United Kingdom, England","Sentinel","2017-14",2017-04-03,3,0,3,0,0
"624","United Kingdom, England","Sentinel","2017-15",2017-04-10,3,0,3,0,0
"625","United Kingdom, England","Sentinel","2017-16",2017-04-17,3,0,3,0,0
"626","United Kingdom, England","Sentinel","2017-17",2017-04-24,0,0,0,0,0
"627","United Kingdom, England","Sentinel","2017-18",2017-05-01,2,0,2,0,0
"628","United Kingdom, England","Sentinel","2017-19",2017-05-08,1,0,1,0,0
"629","United Kingdom, England","Sentinel","2017-20",2017-05-15,0,0,0,0,0
"630","United Kingdom, England","Sentinel","2017-40",2017-10-02,3,0,3,0,0
"631","United Kingdom, England","Sentinel","2017-41",2017-10-09,42,0,42,0,0
"632","United Kingdom, England","Sentinel","2017-42",2017-10-16,87,1,86,1,0
"633","United Kingdom, England","Sentinel","2017-43",2017-10-23,68,1,67,1,0
"634","United Kingdom, England","Sentinel","2017-44",2017-10-30,65,0,65,0,0
"635","United Kingdom, England","Sentinel","2017-45",2017-11-06,67,1,61,1,0
"636","United Kingdom, England","Sentinel","2017-46",2017-11-13,63,1,60,1,0
"637","United Kingdom, England","Sentinel","2017-47",2017-11-20,70,1,64,1,0
"638","United Kingdom, England","Sentinel","2017-48",2017-11-27,73,0,68,0,0
"639","United Kingdom, England","Sentinel","2017-49",2017-12-04,76,2,67,2,0
"640","United Kingdom, England","Sentinel","2017-50",2017-12-11,95,2,81,2,0
"641","United Kingdom, England","Sentinel","2017-51",2017-12-18,128,11,80,11,0
"642","United Kingdom, England","Sentinel","2017-52",2017-12-25,97,14,55,14,0
"643","United Kingdom, England","Sentinel","2018-01",2018-01-01,194,9,127,9,0
"644","United Kingdom, England","Sentinel","2018-02",2018-01-08,239,17,141,17,0
"645","United Kingdom, England","Sentinel","2018-03",2018-01-15,230,17,125,17,0
"646","United Kingdom, England","Sentinel","2018-04",2018-01-22,223,22,117,22,0
"647","United Kingdom, England","Sentinel","2018-05",2018-01-29,156,13,76,13,0
"648","United Kingdom, England","Sentinel","2018-06",2018-02-05,111,13,61,13,0
"649","United Kingdom, England","Sentinel","2018-07",2018-02-12,126,20,63,20,0
"650","United Kingdom, England","Sentinel","2018-08",2018-02-19,106,11,54,11,0
"651","United Kingdom, England","Sentinel","2018-09",2018-02-26,50,8,26,8,0
"652","United Kingdom, England","Sentinel","2018-10",2018-03-05,56,10,30,10,0
"653","United Kingdom, England","Sentinel","2018-11",2018-03-12,69,21,30,21,0
"654","United Kingdom, England","Sentinel","2018-12",2018-03-19,38,6,23,6,0
"655","United Kingdom, England","Sentinel","2018-13",2018-03-26,28,8,15,8,0
"656","United Kingdom, England","Sentinel","2018-14",2018-04-02,9,2,6,2,0
"657","United Kingdom, England","Sentinel","2018-15",2018-04-09,13,1,9,1,0
"658","United Kingdom, England","Sentinel","2018-16",2018-04-16,6,0,5,0,0
"659","United Kingdom, England","Sentinel","2018-17",2018-04-23,1,0,1,0,0
"660","United Kingdom, England","Sentinel","2018-18",2018-04-30,0,0,0,0,0
"661","United Kingdom, England","Sentinel","2018-19",2018-05-07,1,0,1,0,0
"662","United Kingdom, England","Sentinel","2018-20",2018-05-14,2,0,2,0,0
"663","United Kingdom, England","Sentinel","2018-40",2018-10-01,0,0,0,0,0
"664","United Kingdom, England","Sentinel","2018-41",2018-10-08,18,0,18,0,0
"665","United Kingdom, England","Sentinel","2018-42",2018-10-15,29,0,29,0,0
"666","United Kingdom, England","Sentinel","2018-43",2018-10-22,43,0,39,0,0
"667","United Kingdom, England","Sentinel","2018-44",2018-10-29,35,0,33,0,0
"668","United Kingdom, England","Sentinel","2018-45",2018-11-05,48,0,47,0,0
"669","United Kingdom, England","Sentinel","2018-46",2018-11-12,57,2,54,2,0
"670","United Kingdom, England","Sentinel","2018-47",2018-11-19,83,1,82,1,0
"671","United Kingdom, England","Sentinel","2018-48",2018-11-26,85,2,79,2,0
"672","United Kingdom, England","Sentinel","2018-49",2018-12-03,61,0,57,0,0
"673","United Kingdom, England","Sentinel","2018-50",2018-12-10,64,0,61,0,0
"674","United Kingdom, England","Sentinel","2018-51",2018-12-17,92,3,82,3,0
"675","United Kingdom, England","Sentinel","2018-52",2018-12-24,45,1,34,1,0
"676","United Kingdom, England","Sentinel","2019-01",2018-12-31,64,2,45,2,0
"677","United Kingdom, England","Sentinel","2019-02",2019-01-07,125,8,89,8,0
"678","United Kingdom, England","Sentinel","2019-03",2019-01-14,125,5,69,5,0
"679","United Kingdom, England","Sentinel","2019-04",2019-01-21,115,12,57,12,0
"680","United Kingdom, England","Sentinel","2019-05",2019-01-28,160,12,76,12,0
"681","United Kingdom, England","Sentinel","2019-06",2019-02-04,174,21,75,21,0
"682","United Kingdom, England","Sentinel","2019-07",2019-02-11,177,28,93,28,0
"683","United Kingdom, England","Sentinel","2019-08",2019-02-18,95,9,55,9,0
"684","United Kingdom, England","Sentinel","2019-09",2019-02-25,68,9,49,9,0
"685","United Kingdom, England","Sentinel","2019-10",2019-03-04,55,9,39,9,0
"686","United Kingdom, England","Sentinel","2019-11",2019-03-11,36,3,28,3,0
"687","United Kingdom, England","Sentinel","2019-12",2019-03-18,32,3,26,3,0
"688","United Kingdom, England","Sentinel","2019-13",2019-03-25,28,7,21,7,0
"689","United Kingdom, England","Sentinel","2019-14",2019-04-01,15,4,10,4,0
"690","United Kingdom, England","Sentinel","2019-15",2019-04-08,1,0,1,0,0
"691","United Kingdom, England","Sentinel","2019-16",2019-04-15,7,0,7,0,0
"692","United Kingdom, England","Sentinel","2019-17",2019-04-22,6,0,6,0,0
"693","United Kingdom, England","Sentinel","2019-18",2019-04-29,7,0,7,0,0
"694","United Kingdom, England","Sentinel","2019-19",2019-05-06,0,0,0,0,0
"695","United Kingdom, England","Sentinel","2019-20",2019-05-13,1,0,1,0,0
"696","United Kingdom, England","Sentinel","2019-40",2019-09-30,0,0,0,0,0
"697","United Kingdom, England","Sentinel","2019-41",2019-10-07,79,0,77,0,0
"698","United Kingdom, England","Sentinel","2019-42",2019-10-14,118,4,114,4,0
"699","United Kingdom, England","Sentinel","2019-43",2019-10-21,241,8,231,8,0
"700","United Kingdom, England","Sentinel","2019-44",2019-10-28,267,9,258,9,0
"701","United Kingdom, England","Sentinel","2019-45",2019-11-04,138,9,128,9,0
"702","United Kingdom, England","Sentinel","2019-46",2019-11-11,138,11,124,11,0
"703","United Kingdom, England","Sentinel","2019-47",2019-11-18,151,32,115,32,0
"704","United Kingdom, England","Sentinel","2019-48",2019-11-25,161,25,136,25,0
"705","United Kingdom, England","Sentinel","2020-01",2019-12-30,201,68,121,68,0
"706","United Kingdom, England","Sentinel","2020-02",2020-01-06,204,42,154,42,0
"707","United Kingdom, England","Sentinel","2020-03",2020-01-13,139,14,114,14,0
"708","United Kingdom, England","Sentinel","2020-04",2020-01-20,89,4,73,4,0
"709","United Kingdom, England","Sentinel","2020-05",2020-01-27,143,6,124,6,0
"710","United Kingdom, England","Sentinel","2020-06",2020-02-03,157,8,129,8,0
"711","United Kingdom, England","Sentinel","2020-07",2020-02-10,133,5,111,5,0
"712","United Kingdom, England","Sentinel","2020-08",2020-02-17,81,3,76,3,0
"713","United Kingdom, England","Sentinel","2020-09",2020-02-24,113,0,100,0,0
"714","United Kingdom, England","Sentinel","2020-10",2020-03-02,245,2,224,2,0
"715","United Kingdom, England","Sentinel","2020-11",2020-03-09,351,4,328,4,0
"716","United Kingdom, England","Sentinel","2020-12",2020-03-16,253,0,243,0,0
"717","United Kingdom, England","Sentinel","2020-13",2020-03-23,214,0,212,0,0
"718","United Kingdom, England","Sentinel","2020-14",2020-03-30,143,0,142,0,0
"719","United Kingdom, England","Sentinel","2020-15",2020-04-06,0,0,0,0,0
"720","United Kingdom, England","Sentinel","2020-16",2020-04-13,0,0,0,0,0
"721","United Kingdom, England","Sentinel","2020-17",2020-04-20,0,0,0,0,0
"722","United Kingdom, England","Sentinel","2020-18",2020-04-27,0,0,0,0,0
"723","United Kingdom, England","Sentinel","2020-19",2020-05-04,0,0,0,0,0
"724","United Kingdom, England","Sentinel","2020-20",2020-05-11,0,0,0,0,0
"725","United Kingdom, England","Sentinel","2020-40",2020-09-28,217,0,217,0,0
"726","United Kingdom, England","Sentinel","2020-41",2020-10-05,221,0,221,0,0
"727","United Kingdom, England","Sentinel","2020-42",2020-10-12,248,0,248,0,0
"728","United Kingdom, England","Sentinel","2020-43",2020-10-19,276,0,276,0,0
"729","United Kingdom, England","Sentinel","2020-44",2020-10-26,272,0,272,0,0
"730","United Kingdom, England","Sentinel","2020-45",2020-11-02,295,0,295,0,0
"731","United Kingdom, England","Sentinel","2020-46",2020-11-09,338,0,338,0,0
"732","United Kingdom, England","Sentinel","2020-47",2020-11-16,382,0,382,0,0
"733","United Kingdom, England","Sentinel","2020-48",2020-11-23,246,0,246,0,0
"734","United Kingdom, England","Sentinel","2020-49",2020-11-30,203,0,203,0,0
"735","United Kingdom, England","Sentinel","2020-50",2020-12-07,267,0,267,0,0
"736","United Kingdom, England","Sentinel","2020-51",2020-12-14,290,0,290,0,0
"737","United Kingdom, England","Sentinel","2020-52",2020-12-21,156,0,156,0,0
"738","United Kingdom, England","Sentinel","2020-53",2020-12-28,96,0,96,0,0
"739","United Kingdom, England","Sentinel","2021-01",2021-01-04,296,0,296,0,0
"740","United Kingdom, England","Sentinel","2021-02",2021-01-11,409,0,409,0,0
"741","United Kingdom, England","Sentinel","2021-03",2021-01-18,320,0,320,0,0
"742","United Kingdom, England","Sentinel","2021-04",2021-01-25,219,0,219,0,0
"743","United Kingdom, England","Sentinel","2021-05",2021-02-01,219,0,219,0,0
"744","United Kingdom, England","Sentinel","2021-06",2021-02-08,169,0,169,0,0
"745","United Kingdom, England","Sentinel","2021-07",2021-02-15,151,0,151,0,0
"746","United Kingdom, England","Sentinel","2021-08",2021-02-22,163,0,163,0,0
"747","United Kingdom, England","Sentinel","2021-09",2021-03-01,146,0,146,0,0
"748","United Kingdom, England","Sentinel","2021-10",2021-03-08,92,0,92,0,0
"749","United Kingdom, England","Sentinel","2021-11",2021-03-15,84,0,84,0,0
"750","United Kingdom, England","Sentinel","2021-12",2021-03-22,84,0,84,0,0
"751","United Kingdom, England","Sentinel","2021-13",2021-03-29,67,0,67,0,0
"752","United Kingdom, England","Sentinel","2021-14",2021-04-05,43,0,43,0,0
"753","United Kingdom, England","Sentinel","2021-15",2021-04-12,70,0,70,0,0
"754","United Kingdom, England","Sentinel","2021-16",2021-04-19,48,0,48,0,0
"755","United Kingdom, England","Sentinel","2021-17",2021-04-26,51,0,51,0,0
"756","United Kingdom, England","Sentinel","2021-18",2021-05-03,39,0,39,0,0
"757","United Kingdom, England","Sentinel","2021-19",2021-05-10,51,0,51,0,0
"758","United Kingdom, England","Sentinel","2021-20",2021-05-17,58,0,58,0,0
"759","United Kingdom, England","Sentinel","2021-40",2021-10-04,86,1,85,1,0
"760","United Kingdom, England","Sentinel","2021-41",2021-10-11,120,0,120,0,0
"761","United Kingdom, England","Sentinel","2021-42",2021-10-18,84,0,84,0,0
"762","United Kingdom, England","Sentinel","2021-43",2021-10-25,82,2,80,2,0
"763","United Kingdom, England","Sentinel","2021-44",2021-11-01,66,0,66,0,0
"764","United Kingdom, England","Sentinel","2021-45",2021-11-08,87,0,86,0,0
"765","United Kingdom, England","Sentinel","2021-46",2021-11-15,75,0,74,0,0
"766","United Kingdom, England","Sentinel","2021-47",2021-11-22,129,1,128,1,0
"767","United Kingdom, England","Sentinel","2021-48",2021-11-29,95,0,95,0,0
"768","United Kingdom, England","Sentinel","2021-49",2021-12-06,129,0,128,0,0
"769","United Kingdom, England","Sentinel","2021-50",2021-12-13,86,1,85,1,0
"770","United Kingdom, England","Sentinel","2021-51",2021-12-20,68,0,68,0,0
"771","United Kingdom, England","Sentinel","2021-52",2021-12-27,39,0,39,0,0
"772","United Kingdom, England","Sentinel","2022-01",2022-01-03,50,0,50,0,0
"773","United Kingdom, England","Sentinel","2022-02",2022-01-10,96,0,96,0,0
"774","United Kingdom, England","Sentinel","2022-03",2022-01-17,79,0,79,0,0
"775","United Kingdom, England","Sentinel","2022-04",2022-01-24,59,0,59,0,0
"776","United Kingdom, England","Sentinel","2022-05",2022-01-31,76,2,74,2,0
"777","United Kingdom, England","Sentinel","2022-06",2022-02-07,64,0,64,0,0
"778","United Kingdom, England","Sentinel","2022-07",2022-02-14,36,0,36,0,0
"779","United Kingdom, England","Sentinel","2022-08",2022-02-21,70,1,69,1,0
"780","United Kingdom, England","Sentinel","2022-09",2022-02-28,55,0,55,0,0
"781","United Kingdom, England","Sentinel","2022-10",2022-03-07,62,4,58,4,0
"782","United Kingdom, England","Sentinel","2022-11",2022-03-14,87,4,83,4,0
"783","United Kingdom, England","Sentinel","2022-12",2022-03-21,107,7,99,7,0
"784","United Kingdom, England","Sentinel","2022-13",2022-03-28,103,3,98,3,0
"785","United Kingdom, England","Sentinel","2022-14",2022-04-04,99,5,94,5,0
"786","United Kingdom, England","Sentinel","2022-15",2022-04-11,57,4,53,4,0
"787","United Kingdom, England","Sentinel","2022-16",2022-04-18,53,5,48,5,0
"788","United Kingdom, England","Sentinel","2022-17",2022-04-25,35,2,33,2,0
"789","United Kingdom, England","Sentinel","2022-18",2022-05-02,25,4,21,4,0
"790","United Kingdom, England","Sentinel","2022-19",2022-05-09,46,2,44,2,0
"791","United Kingdom, England","Sentinel","2022-20",2022-05-16,45,2,42,2,0
"792","United Kingdom, England","Sentinel","2022-38",2022-09-19,1,0,0,0,0
